Gene ID	2dpi	2dpi	3dpi	3dpi
PITG_18295	13.97	17.6	10.89	9.14
PITG_18297	36.42	15.06	16.29	16.73
PITG_18298	73.72	104.52	58.09	52.19
PITG_18299	20.54	19.41	23.64	26.01
PITG_18300	0.0	0.0	2.02	1.26
PITG_18301	0.0	64.39	44.44	46.77
PITG_18302	21.7	20.51	17.5	14.71
PITG_18303	6.12	7.72	7.56	8.62
PITG_18304	15.06	39.86	19.9	23.82
PITG_18305	201.64	197.38	64.38	64.97
PITG_18306	1290.37	1373.45	1518.06	1402.89
PITG_23123	7202.1	7031.36	17366.51	15983.92
PITG_18308	0.0	0.0	2.01	1.63
PITG_18311	0.0	28.38	16.46	15.6
PITG_18312	293.62	397.87	127.03	117.5
PITG_18314	35.06	28.99	9.45	10.23
PITG_18315	0.0	0.0	0.51	0.71
PITG_18316	402.6	369.64	142.37	138.31
PITG_18317	140.43	98.6	95.53	94.77
PITG_18320	0.0	16.5	5.76	6.84
PITG_18325	155.24	303.23	15.55	14.74
PITG_18326	47.73	16.92	28.7	29.16
PITG_18327	13.0	9.21	6.97	7.62
PITG_18328	107.35	40.58	44.63	45.28
PITG_18329	36.36	42.96	16.11	16.1
PITG_18330	167.64	134.07	122.01	120.92
PITG_18331	4.16	3.15	2.8	3.77
PITG_18332	0.0	6.91	8.76	7.87
PITG_18333	23.15	5.47	34.15	34.97
PITG_18334	51.6	30.01	54.26	53.81
PITG_18335	0.0	0.0	1.53	1.92
PITG_18336	0.0	24.22	1.29	0.92
PITG_18338	0.0	0.0	3.65	2.97
PITG_18342	0.0	8.07	44.58	40.68
PITG_18343	9.28	35.08	20.27	20.82
PITG_18344	9.79	4.62	14.42	15.98
PITG_18347	0.0	4.58	0.28	0.26
PITG_18353	2.96	0.0	2.72	2.77
PITG_18354	227.87	202.26	290.61	290.82
PITG_18355	44.71	49.94	55.66	54.52
PITG_18356	17.63	5.56	7.95	8.3
PITG_18357	13.13	0.0	1.88	2.83
PITG_18358	11.0	6.93	9.42	10.83
PITG_18359	38.39	31.34	22.94	20.94
PITG_18360	119.19	167.45	86.37	88.61
PITG_18361	70.35	70.65	46.34	42.93
PITG_18363	0.0	0.0	1.7	0.16
PITG_18364	9.12	8.62	67.16	62.92
PITG_23124	154.17	238.43	129.55	136.67
PITG_18366	97.95	68.68	10.89	12.17
PITG_18369	15.52	14.67	33.87	29.02
PITG_18370	10.89	0.0	7.87	8.21
PITG_18371	49.1	0.0	32.66	31.49
PITG_18372	16.47	26.55	16.99	16.57
PITG_18373	4.81	10.6	7.92	7.53
PITG_18374	52.95	40.95	16.98	16.04
PITG_18375	162.54	171.54	115.88	128.97
PITG_18376	40.04	68.12	34.07	34.69
PITG_18377	13.85	18.91	11.47	11.62
PITG_18378	40.16	23.72	43.24	41.99
PITG_18379	0.0	0.0	24.04	28.33
PITG_18380	17.01	58.94	29.97	30.93
PITG_18382	10.02	9.47	0.4	0.36
PITG_18385	108.18	83.07	6.67	5.18
PITG_18200	0.0	0.0	2.59	2.37
PITG_18201	0.0	2.37	2.49	2.67
PITG_18202	2.79	0.0	1.97	1.95
PITG_18203	0.0	0.0	0.46	0.65
PITG_18204	0.0	0.0	0.5	0.61
PITG_18205	0.0	0.0	0.46	0.32
PITG_18206	0.0	2.24	2.01	2.39
PITG_18207	0.0	0.0	1.27	1.2
PITG_18209	5.85	5.53	3.92	4.13
PITG_18210	6.33	0.0	3.88	3.45
PITG_18215	406.34	827.84	344.23	365.73
PITG_18227	0.0	37.13	7.21	9.4
PITG_18228	39.96	0.0	4.43	1.91
PITG_18229	12.42	15.65	3.18	2.08
PITG_18230	0.0	6.2	8.99	11.35
PITG_18231	2.83	2.67	0.65	0.64
PITG_18232	1.43	0.67	4.39	3.9
PITG_18233	97.5	73.72	89.15	100.09
PITG_18234	0.0	0.0	1.32	0.88
PITG_18235	100.36	127.85	97.39	82.39
PITG_18236	25.39	23.99	11.81	10.97
PITG_18237	48.53	68.81	46.85	45.97
PITG_18238	0.0	0.0	1.75	1.11
PITG_23344	0.0	16.06	0.49	0.51
PITG_18241	63.64	17.18	37.85	42.64
PITG_18242	74.29	46.81	85.06	95.85
PITG_18243	85.43	141.29	61.48	67.89
PITG_18244	20.4	18.32	12.26	12.16
PITG_18245	72.27	58.06	45.75	42.37
PITG_18246	64.07	30.98	12.46	12.71
PITG_18248	34.47	48.87	32.55	35.54
PITG_18249	14.25	17.31	8.75	9.16
PITG_18250	25.96	16.36	17.46	15.43
PITG_18251	14.66	20.79	11.02	14.04
PITG_18252	43.87	93.3	77.49	68.18
PITG_18253	0.0	14.01	20.11	18.49
PITG_18254	1.28	0.0	1.86	1.7
PITG_18255	9.84	9.3	11.59	9.09
PITG_18256	0.0	0.0	3.68	3.67
PITG_18257	0.0	5.86	4.44	4.38
PITG_18258	4.33	16.36	10.52	12.35
PITG_18262	0.0	0.0	0.41	0.21
PITG_18265	33.3	0.0	10.16	11.4
PITG_18270	13.52	0.0	5.0	4.17
PITG_18271	4.34	2.05	4.73	4.91
PITG_18272	4.53	0.0	4.08	3.41
PITG_18274	22.28	4.68	6.3	6.34
PITG_18275	16.33	3.86	6.3	6.62
PITG_18276	9.91	9.37	13.41	15.68
PITG_18277	13.26	12.53	4.92	4.34
PITG_18278	14.79	0.0	1.02	1.42
PITG_18279	15.1	17.57	16.78	18.59
PITG_18280	0.0	6.49	4.53	5.17
PITG_18283	30.23	85.73	77.32	82.12
PITG_17975	0.0	5.53	5.64	4.97
PITG_17976	5.58	10.55	2.48	2.86
PITG_17977	29.53	37.22	15.92	16.14
PITG_17978	9.72	24.49	31.24	33.68
PITG_17979	6.26	23.66	15.54	16.02
PITG_17980	43.4	0.0	8.16	8.05
PITG_17981	24.92	23.55	32.86	32.35
PITG_17982	16.36	27.06	13.18	12.53
PITG_17983	139.27	124.58	48.06	50.23
PITG_17984	39.38	43.42	17.54	17.67
PITG_17985	10.08	33.34	33.0	35.82
PITG_17986	68.28	56.94	84.57	86.5
PITG_17987	9.73	18.38	15.28	17.32
PITG_17990	121.72	74.22	63.04	71.04
PITG_17991	3.39	0.0	3.26	4.06
PITG_17992	103.34	91.92	65.81	69.39
PITG_17993	204.15	213.88	199.32	201.16
PITG_17994	56.41	58.65	54.86	51.0
PITG_17995	29.4	27.79	10.52	11.92
PITG_17996	6.1	8.65	10.5	9.89
PITG_17997	32.63	46.26	49.1	44.86
PITG_17998	28.46	22.76	27.49	28.52
PITG_17999	128.39	235.11	137.45	139.99
PITG_18000	45.04	31.92	51.71	55.3
PITG_18001	183.47	317.91	51.81	57.99
PITG_18002	0.0	0.0	1.76	2.29
PITG_18003	0.0	0.0	0.21	0.48
PITG_18004	24.02	21.28	18.95	17.98
PITG_18005	137.57	99.59	85.7	94.25
PITG_18006	0.0	0.0	10.71	13.69
PITG_18007	42.87	62.33	50.37	54.96
PITG_18008	13.35	6.31	16.35	14.34
PITG_18009	100.07	42.04	79.06	85.82
PITG_18010	31.94	45.28	30.13	31.86
PITG_18011	129.39	225.97	108.19	106.32
PITG_18012	0.0	5.14	0.97	1.04
PITG_18014	53.01	30.06	14.31	13.26
PITG_18015	35.9	26.66	26.59	29.12
PITG_18016	15.04	0.0	16.29	17.54
PITG_18017	0.0	25.52	13.06	11.58
PITG_18018	46.45	35.12	33.61	33.46
PITG_18019	18.12	18.26	7.59	6.62
PITG_18023	0.0	0.0	0.17	0.26
PITG_18024	36.14	28.76	14.31	14.38
PITG_18025	60.27	61.56	68.44	69.62
PITG_18027	51.39	44.41	49.19	49.35
PITG_18028	43.71	55.68	34.17	32.86
PITG_18030	0.0	0.0	1.33	0.12
PITG_18031	7.5	7.08	3.48	3.99
PITG_18032	11.6	0.0	1.33	2.31
PITG_18033	0.0	0.0	9.08	9.63
PITG_18034	14.34	1.94	10.4	10.66
PITG_18035	13.73	0.0	5.83	5.42
PITG_18036	11.45	10.82	3.35	2.67
PITG_18037	0.0	2.4	1.75	2.76
PITG_18038	0.0	0.0	1.15	0.86
PITG_18039	0.0	0.0	0.79	0.54
PITG_17897	26.97	24.07	18.52	18.63
PITG_17898	7.09	6.7	7.69	7.21
PITG_17899	24.35	0.0	7.54	9.62
PITG_17904	0.0	0.0	8.36	10.81
PITG_17905	3.0	5.1	1.37	1.47
PITG_17906	4.77	0.0	1.96	1.97
PITG_17907	55.5	106.65	31.84	30.28
PITG_17908	97.65	28.4	48.62	48.06
PITG_17910	110.58	87.1	152.26	137.17
PITG_17919	4.03	15.23	6.28	5.01
PITG_17920	50.68	13.06	186.32	173.06
PITG_17921	235.59	270.16	208.72	210.59
PITG_17922	0.0	12.0	28.97	24.91
PITG_17925	38.22	42.69	18.02	17.91
PITG_17926	70.53	164.08	140.55	135.74
PITG_17927	53.34	61.62	35.41	33.4
PITG_17928	71.16	53.56	25.1	22.14
PITG_17929	133.8	238.87	239.47	225.56
PITG_17930	47.63	33.76	35.09	38.42
PITG_17931	47.77	60.2	39.17	33.63
PITG_17933	40.36	55.1	54.37	54.44
PITG_17935	25.03	17.74	6.53	6.74
PITG_17936	31.33	48.77	22.46	21.23
PITG_17937	0.0	12.0	4.15	3.11
PITG_17941	0.0	5.62	4.78	4.84
PITG_17942	51.06	69.98	41.69	48.14
PITG_17943	4.06	0.0	11.33	9.48
PITG_17944	49.18	33.2	38.6	37.91
PITG_17945	142.4	190.28	46.63	44.95
PITG_17946	44.85	42.39	46.29	60.37
PITG_17947	309.17	449.13	87.59	90.29
PITG_17948	0.0	8.51	9.13	9.26
PITG_17949	10.49	9.92	18.38	15.38
PITG_17950	8.16	10.29	6.76	7.11
PITG_17951	4.71	0.0	9.13	8.91
PITG_17952	92.08	49.73	64.57	63.43
PITG_17953	111.62	94.09	79.16	77.43
PITG_17954	6.16	11.64	44.81	45.94
PITG_17955	0.0	4.64	3.49	4.58
PITG_17956	43.84	39.77	33.12	35.35
PITG_17957	0.0	0.0	3.41	3.36
PITG_17958	115.74	82.04	49.17	45.01
PITG_17959	20.76	7.85	39.58	40.35
PITG_17960	14.57	0.0	13.37	18.31
PITG_17961	4.68	4.42	8.78	9.02
PITG_17962	10.81	20.43	23.49	21.14
PITG_17963	10.56	2.85	4.9	4.87
PITG_17964	0.0	16.9	6.31	7.17
PITG_17965	41.88	56.41	38.7	39.23
PITG_17966	46.13	58.13	37.21	32.84
PITG_33403	4.42	0.0	0.86	0.66
PITG_17968	4.53	14.99	1.69	1.65
PITG_33412	0.0	0.0	0.52	0.79
PITG_18117	22.21	9.0	29.22	23.62
PITG_18118	70.55	76.2	45.71	48.24
PITG_18119	24.61	3.88	24.34	23.07
PITG_18127	14.81	34.98	10.57	11.65
PITG_18129	61.16	60.84	52.01	53.8
PITG_18150	0.0	0.0	1.05	3.27
PITG_18153	0.0	0.0	1.79	3.05
PITG_18155	0.0	0.0	1.38	0.78
PITG_18156	12.75	0.0	3.29	3.81
PITG_18157	0.0	0.0	11.27	10.85
PITG_18158	6.88	9.76	10.32	9.63
PITG_18161	28.83	34.06	23.35	22.73
PITG_18164	21.55	10.18	21.79	21.31
PITG_18165	720.07	355.89	522.68	496.17
PITG_18166	0.0	0.0	0.75	0.09
PITG_18167	12.07	11.4	8.1	7.07
PITG_18168	48.59	7.06	12.9	12.16
PITG_18169	0.0	0.0	1.69	1.41
PITG_18170	25.31	11.96	41.61	44.74
PITG_18171	25.71	8.1	23.54	20.25
PITG_18172	3.66	1.73	2.13	2.05
PITG_18173	0.0	0.0	1.55	1.76
PITG_18174	47.91	38.04	31.54	32.17
PITG_18175	0.0	5.35	14.12	14.56
PITG_18176	0.0	0.0	3.93	3.42
PITG_18183	183.12	117.83	74.71	80.6
PITG_18184	11.96	28.25	18.63	16.54
PITG_18185	19.57	18.5	26.48	26.37
PITG_18186	6.85	8.64	11.34	10.66
PITG_18187	155.66	142.04	22.26	21.32
PITG_18188	28.08	46.44	9.7	8.44
PITG_18189	60.33	51.32	68.57	73.17
PITG_18190	5.86	2.77	8.94	7.82
PITG_18191	14.87	14.05	10.06	7.2
PITG_18195	13.23	0.0	0.53	0.32
PITG_18410	0.0	0.0	4.48	5.09
PITG_18411	0.0	0.0	1.32	1.25
PITG_18412	6.78	0.0	4.28	2.68
PITG_18413	35.97	0.0	17.0	18.08
PITG_18414	954.35	842.38	703.72	733.57
PITG_18416	64.8	19.76	38.38	34.17
PITG_18417	115.32	106.34	57.87	54.19
PITG_18418	0.0	20.85	2.87	3.08
PITG_18420	222.72	216.26	150.21	143.94
PITG_18421	117.67	96.53	60.98	60.09
PITG_18422	11.5	0.0	9.63	7.77
PITG_18423	16.08	12.8	12.87	11.69
PITG_18424	0.0	23.18	28.81	29.43
PITG_18432	10.17	0.0	3.73	2.31
PITG_18433	0.0	0.0	2.01	2.18
PITG_18434	3.43	11.34	7.24	6.92
PITG_18435	41.61	55.06	22.29	18.72
PITG_18437	61.91	101.42	50.03	39.16
PITG_23128	8.46	17.99	29.78	27.45
PITG_18440	85.88	162.34	173.23	155.39
PITG_18441	5.04	9.52	10.61	9.04
PITG_18442	64.45	45.69	11.46	9.93
PITG_18443	14.34	0.0	6.58	4.72
PITG_18445	0.0	11.83	0.32	0.82
PITG_18446	162.05	226.91	239.75	236.06
PITG_18448	0.0	0.0	0.29	0.86
PITG_18449	0.0	0.0	1.43	1.8
PITG_18450	0.0	0.0	0.15	0.87
PITG_18452	56.3	59.12	49.09	51.05
PITG_18453	30.5	9.61	18.36	19.95
PITG_18455	179.0	160.72	181.16	147.78
PITG_18456	3.82	0.0	3.07	2.06
PITG_18457	4.6	10.86	4.44	4.5
PITG_18458	58.22	51.79	37.57	38.4
PITG_18459	132.4	107.26	70.63	76.45
PITG_18461	27.86	10.53	34.28	31.56
PITG_18463	48.54	38.63	38.47	35.34
PITG_18464	67.27	14.13	33.86	31.39
PITG_18473	51.9	21.8	51.12	52.26
PITG_18474	36.2	37.9	28.45	28.13
PITG_18475	46.39	27.41	45.23	46.56
PITG_17849	0.0	0.0	1.48	0.28
PITG_17852	6.86	6.49	2.6	1.48
PITG_17853	0.0	0.0	2.49	2.18
PITG_17854	0.0	0.0	1.41	0.7
PITG_17855	6.32	0.0	4.02	4.61
PITG_17857	0.0	10.01	1.15	0.89
PITG_17863	9.97	9.42	10.52	11.51
PITG_17864	0.0	0.0	5.6	3.25
PITG_17865	0.0	5.94	5.84	5.64
PITG_17866	6.94	0.0	3.18	2.62
PITG_17867	0.0	0.0	4.5	5.21
PITG_17868	25.75	15.21	10.48	9.36
PITG_17869	45.95	36.64	35.44	33.07
PITG_17872	41.49	16.81	26.75	28.37
PITG_17873	0.0	0.0	1.18	0.82
PITG_17874	0.0	0.0	6.73	8.29
PITG_17876	39.73	0.0	26.55	29.95
PITG_17877	0.0	14.79	4.66	3.65
PITG_17878	35.18	24.93	13.01	14.63
PITG_17879	9.61	9.08	18.24	14.78
PITG_17881	24.87	40.3	8.92	8.5
PITG_17882	11.47	19.72	13.28	12.63
PITG_17883	29.22	24.43	23.8	22.85
PITG_17884	5.59	18.49	14.71	15.45
PITG_17885	0.0	0.0	0.26	0.73
PITG_17889	3.27	1.54	7.4	8.21
PITG_17891	65.69	35.94	10.35	8.85
PITG_17892	0.0	8.56	0.21	0.43
PITG_17893	17.99	20.4	12.6	12.68
PITG_17894	26.13	12.35	0.75	1.33
PITG_17895	19.96	33.96	18.18	16.6
PITG_17896	0.0	0.0	0.1	0.51
PITG_17546	3.93	5.58	13.76	14.97
PITG_17549	34.83	36.48	33.88	34.8
PITG_17550	11.0	10.39	9.0	9.06
PITG_17551	0.0	0.0	5.74	6.24
PITG_17552	0.0	9.87	0.6	0.19
PITG_17556	9.02	11.37	9.33	9.62
PITG_17559	0.0	12.17	9.89	11.48
PITG_17560	21.83	12.9	20.19	22.11
PITG_17562	43.4	30.77	37.11	34.7
PITG_17563	0.0	0.0	1.35	1.23
PITG_17565	423.76	520.67	1190.19	1155.82
PITG_17566	301.78	285.23	452.67	417.37
PITG_17567	48.05	90.83	23.15	20.22
PITG_17568	43.73	30.31	19.46	19.81
PITG_23113	38.89	33.08	23.46	20.84
PITG_23114	8.73	16.5	19.34	19.81
PITG_17571	14.02	13.25	10.64	10.9
PITG_17572	0.0	0.0	3.32	3.7
PITG_17573	0.0	0.0	0.28	0.66
PITG_17574	0.0	0.0	1.13	2.11
PITG_17575	6.79	0.0	0.93	0.67
PITG_17576	4.06	7.68	9.21	6.91
PITG_17577	0.0	4.98	1.36	1.51
PITG_17579	0.0	10.75	1.57	1.8
PITG_17580	0.0	22.91	6.53	7.83
PITG_17581	0.0	0.0	8.18	5.19
PITG_17582	7.6	3.59	3.55	4.05
PITG_17583	4.88	4.62	8.63	10.37
PITG_17584	0.0	0.0	5.91	5.29
PITG_17585	4.1	0.0	0.59	0.32
PITG_17586	3.92	14.81	7.21	8.3
PITG_17587	31.41	29.69	19.51	16.16
PITG_17588	39.11	22.18	39.38	35.05
PITG_17589	6.99	59.45	25.73	26.93
PITG_17590	7.98	7.55	3.07	2.58
PITG_17591	0.0	0.0	7.42	8.67
PITG_17592	21.12	15.68	21.24	21.84
PITG_17593	206.99	148.3	140.25	131.55
PITG_17594	21.29	25.62	23.53	21.94
PITG_17595	8.3	0.0	6.11	6.14
PITG_17596	104.63	116.87	75.78	76.71
PITG_17597	3.07	10.17	8.46	7.19
PITG_17598	0.0	8.86	16.32	15.06
PITG_17599	22.85	21.6	20.32	19.08
PITG_17600	28.09	79.64	34.53	28.87
PITG_17601	60.42	58.95	43.3	40.69
PITG_17602	77.52	41.86	87.69	77.25
PITG_17603	10.98	1.22	7.78	7.56
PITG_17604	0.0	0.0	1.69	1.41
PITG_17606	24.35	10.36	33.64	30.35
PITG_17607	30.84	61.94	53.19	56.83
PITG_17608	130.83	145.47	45.85	46.22
PITG_17609	25.01	56.73	39.81	37.94
PITG_17611	0.0	0.0	0.69	4.34
PITG_17617	61.65	47.53	29.86	28.63
PITG_17624	0.0	0.0	0.62	0.74
PITG_17627	7.18	4.53	6.88	7.28
PITG_17628	7.15	0.0	1.8	1.67
PITG_17629	8.25	0.0	2.84	0.99
PITG_17630	0.0	10.05	0.49	0.51
PITG_17631	15.12	42.86	9.88	12.12
PITG_17632	49.34	29.14	26.77	29.66
PITG_17637	149.49	88.31	84.22	110.68
PITG_17638	0.0	20.03	1.94	2.28
PITG_17639	4.92	2.32	1.69	2.8
PITG_17641	0.0	10.01	3.71	2.09
PITG_17645	17.2	21.68	11.73	9.26
PITG_17646	0.0	0.0	9.83	6.93
PITG_17651	0.0	0.0	1.02	2.58
PITG_17652	0.0	9.12	3.71	4.44
PITG_17660	29.25	27.64	35.76	38.39
PITG_17661	4.35	4.11	5.61	4.94
PITG_17663	30.28	71.55	37.61	39.52
PITG_17664	0.0	28.58	9.45	10.31
PITG_17667	0.0	0.0	14.31	12.8
PITG_17668	170.55	134.33	95.38	88.7
PITG_17669	13.62	32.19	17.58	18.83
PITG_17672	0.0	0.0	3.57	5.28
PITG_17673	34.99	62.25	65.08	64.72
PITG_17674	48.15	48.94	34.82	34.11
PITG_17675	4.69	0.0	16.13	13.35
PITG_17677	8.91	0.0	9.61	9.12
PITG_17678	0.0	0.0	13.07	13.15
PITG_17679	0.0	6.39	7.29	4.98
PITG_17680	13.09	6.19	26.99	34.67
PITG_17681	4.65	4.39	1.76	1.89
PITG_17682	29.07	23.55	29.29	24.65
PITG_17683	64.54	88.95	60.63	63.19
PITG_17684	34.63	9.35	17.53	16.04
PITG_17685	24.2	0.0	7.27	8.92
PITG_17689	0.0	2.21	3.24	2.79
PITG_17690	39.3	48.07	41.65	39.36
PITG_17692	27.23	28.6	37.34	41.38
PITG_17477	14.35	44.08	0.12	0.26
PITG_17479	64.07	92.61	69.72	68.54
PITG_17480	64.68	90.48	74.04	74.02
PITG_17481	23.66	19.56	18.01	16.74
PITG_17483	19.88	21.92	16.46	17.92
PITG_17484	55.63	52.57	58.53	57.57
PITG_17485	10.79	5.1	12.8	13.78
PITG_17486	20.18	6.36	7.75	6.4
PITG_17487	66.17	31.27	80.69	68.88
PITG_17488	7.0	0.0	24.87	23.52
PITG_17489	53.82	45.78	47.96	46.04
PITG_17490	34.77	46.0	31.26	28.87
PITG_17491	6.2	41.02	5.76	4.97
PITG_17492	23.35	15.28	24.41	23.39
PITG_17493	2.57	7.28	16.84	15.88
PITG_17494	81.9	55.29	30.59	28.0
PITG_17495	33.0	23.99	54.33	51.85
PITG_17496	9.58	9.05	1.54	1.2
PITG_17497	5.13	0.0	1.68	1.5
PITG_17498	0.0	5.63	0.2	0.43
PITG_17499	33.71	11.59	32.2	33.33
PITG_17500	0.0	0.0	0.23	0.18
PITG_17501	32.39	44.74	52.41	45.4
PITG_17502	0.0	0.0	0.59	0.62
PITG_17503	20.24	38.26	37.38	35.31
PITG_17506	0.0	0.0	1.36	0.51
PITG_17507	273.25	223.83	144.9	128.76
PITG_17508	61.89	61.04	28.08	31.71
PITG_17509	5.93	0.0	0.27	0.71
PITG_17510	0.0	16.1	0.39	0.41
PITG_17511	19.29	9.12	27.87	24.75
PITG_17512	66.23	59.3	121.92	122.08
PITG_17513	11.96	0.0	22.36	20.82
PITG_17514	0.0	0.0	9.88	10.11
PITG_17515	7.41	21.02	7.14	6.03
PITG_17516	954.95	855.7	183.46	173.36
PITG_17517	8.38	10.56	9.51	8.29
PITG_17522	9.82	12.99	13.09	14.97
PITG_23111	0.0	0.0	0.61	0.78
PITG_23112	0.0	0.0	1.63	1.7
PITG_17524	16.33	3.86	6.25	7.55
PITG_17526	0.0	0.0	0.47	0.72
PITG_17527	4.12	1.95	2.24	1.78
PITG_17531	7.67	14.49	5.19	5.14
PITG_17539	0.0	0.0	0.38	0.46
PITG_17540	6.17	0.0	2.22	2.29
PITG_17541	19.04	0.0	8.3	7.75
PITG_17740	0.0	9.2	11.11	12.29
PITG_17741	15.27	14.43	13.92	14.18
PITG_17744	0.0	6.08	0.74	0.54
PITG_17745	59.23	42.27	36.18	33.35
PITG_17746	17.53	23.47	24.41	22.43
PITG_17747	252.06	215.69	140.79	139.06
PITG_17748	50.11	45.93	26.0	28.87
PITG_17750	71.48	45.04	59.74	56.34
PITG_17753	134.79	184.02	71.08	75.27
PITG_17754	0.0	0.0	0.31	0.76
PITG_17755	0.0	0.0	9.18	8.19
PITG_17756	71.48	31.53	72.31	71.1
PITG_17759	37.37	41.21	60.22	62.01
PITG_17760	0.0	10.75	7.7	6.43
PITG_17761	0.0	0.0	19.32	25.73
PITG_17766	233.75	177.26	94.95	103.42
PITG_17767	20.98	18.79	27.34	28.13
PITG_17768	137.39	111.94	86.98	95.29
PITG_17769	26.82	12.67	34.19	36.32
PITG_17770	0.0	0.0	1.43	1.53
PITG_17771	10.12	0.0	3.13	3.75
PITG_17772	24.29	22.95	10.56	10.96
PITG_17777	0.0	0.0	0.79	0.91
PITG_17778	42.31	63.98	73.92	77.19
PITG_17779	33.72	63.74	61.64	59.71
PITG_17781	13.59	20.55	5.83	5.85
PITG_17782	107.64	118.69	106.67	102.71
PITG_17783	0.0	4.35	0.32	0.22
PITG_17784	13.2	6.24	5.3	5.96
PITG_17785	168.18	215.72	174.55	155.09
PITG_17786	183.47	220.2	196.08	185.31
PITG_17787	121.58	141.72	103.32	115.36
PITG_17788	10.31	29.23	12.71	13.32
PITG_17789	6.31	23.84	24.52	25.13
PITG_17790	86.11	98.09	84.81	84.1
PITG_17791	2.2	1.04	3.4	3.22
PITG_17792	22.26	28.05	5.05	4.79
PITG_17799	60.85	70.29	104.91	105.65
PITG_17800	9.82	37.13	19.2	22.68
PITG_17801	0.0	0.0	5.38	4.58
PITG_17803	49.22	111.14	152.95	154.18
PITG_17804	0.0	0.0	24.75	21.88
PITG_17805	15.71	0.0	6.45	6.55
PITG_17806	0.0	0.0	0.45	0.33
PITG_17807	0.0	0.0	0.37	0.81
PITG_17811	5.33	2.52	3.94	3.73
PITG_17812	3.33	3.15	5.97	5.55
PITG_17814	69.76	54.56	39.56	38.83
PITG_17824	4.14	0.0	0.09	0.1
PITG_17825	89.7	139.27	1.84	3.14
PITG_17826	162.41	101.58	24.79	23.15
PITG_17827	0.0	0.0	1.17	0.58
PITG_17828	88.57	87.7	9.29	10.24
PITG_17829	23.35	19.31	46.76	41.28
PITG_17830	0.0	0.0	0.46	0.76
PITG_17831	18.59	45.18	5.69	6.45
PITG_17832	3.5	0.0	1.02	0.73
PITG_17833	6.39	0.0	5.35	3.9
PITG_17834	36.36	18.75	26.31	27.21
PITG_17837	0.0	0.0	0.38	0.33
PITG_17839	13.54	32.0	18.56	11.02
PITG_17840	5.24	0.0	18.82	18.57
PITG_17841	0.0	16.73	22.89	26.21
PITG_17842	26.35	24.91	6.04	4.83
PITG_17846	0.0	16.07	0.13	0.31
PITG_17848	0.0	17.76	5.66	4.89
PITG_17452	285.47	250.98	171.25	162.39
PITG_17453	0.0	0.0	5.18	5.4
PITG_17455	76.03	75.05	58.01	58.44
PITG_17456	93.25	119.61	135.21	137.16
PITG_17457	15.33	32.39	25.66	25.23
PITG_17460	7.64	25.29	20.65	19.8
PITG_17461	36.76	69.49	27.02	29.03
PITG_17378	42.97	45.69	33.02	37.05
PITG_17383	6.13	8.69	16.1	18.19
PITG_17384	54.18	89.61	113.24	124.2
PITG_17385	12.46	0.0	10.07	10.14
PITG_17386	0.0	0.0	8.08	7.28
PITG_17387	34.77	35.76	39.27	38.54
PITG_17388	24.03	22.71	12.4	11.79
PITG_17389	0.0	0.0	1.84	1.92
PITG_17390	2.17	4.1	1.89	1.69
PITG_17391	9.97	18.84	8.0	10.02
PITG_17392	19.08	0.0	22.43	20.67
PITG_17393	64.41	60.88	50.15	46.07
PITG_17394	77.28	99.61	69.21	69.23
PITG_17395	36.11	55.14	63.69	60.06
PITG_17396	8.88	12.59	3.51	1.86
PITG_17399	0.0	29.8	17.36	13.46
PITG_17400	69.92	72.09	24.38	26.89
PITG_17401	154.02	68.51	45.36	50.19
PITG_17402	40.16	56.94	33.28	28.35
PITG_17403	89.7	113.03	42.75	37.68
PITG_17404	79.81	79.75	48.75	46.41
PITG_17405	11.7	28.75	27.83	29.09
PITG_17406	826.72	1061.32	922.46	970.11
PITG_17407	51.09	2.54	35.96	37.87
PITG_17408	12.17	6.52	11.05	10.43
PITG_17409	17.23	39.09	5.1	5.49
PITG_17410	7.09	26.79	5.24	5.0
PITG_17411	14.59	5.52	14.16	15.37
PITG_17413	17.26	13.05	12.55	13.3
PITG_17416	55.08	29.75	31.13	32.67
PITG_17419	256.2	214.73	179.62	192.95
PITG_17420	0.0	0.0	1.11	1.07
PITG_17421	27.46	17.3	28.34	19.6
PITG_17422	0.0	0.0	7.51	6.99
PITG_17423	21.36	52.48	31.3	32.1
PITG_17425	222.91	391.27	194.84	193.04
PITG_17426	15.06	14.23	13.65	13.19
PITG_17430	7.51	28.39	18.47	18.24
PITG_17433	0.0	25.43	56.78	54.41
PITG_17437	13.92	21.92	25.54	24.9
PITG_17439	4.88	9.23	17.31	20.51
PITG_17441	0.0	0.0	2.29	1.14
PITG_17445	263.5	321.49	138.49	131.93
PITG_17237	0.0	41.69	18.97	12.23
PITG_17238	0.0	2.67	3.83	3.62
PITG_17239	114.55	110.39	87.22	89.26
PITG_17240	186.13	208.59	107.55	110.08
PITG_17241	14.33	10.15	21.69	22.33
PITG_17242	17.21	19.51	15.02	15.54
PITG_17243	15.77	11.93	12.48	10.4
PITG_17244	89.7	113.03	276.49	304.45
PITG_17245	195.9	123.43	139.34	126.09
PITG_17246	2.5	1.58	3.74	3.79
PITG_17247	12.01	0.0	3.07	3.49
PITG_17248	7.61	7.19	8.62	9.04
PITG_17249	22.42	7.06	11.19	12.66
PITG_17250	10.28	7.29	11.54	11.99
PITG_17251	19.08	19.83	8.53	8.58
