Gene ID	2dpi	2dpi	3dpi	3dpi
PITG_01543	27.41	23.75	27.06	25.42
PITG_01544	19.5	0.0	120.31	110.13
PITG_01546	0.0	0.0	3.54	3.1
PITG_01547	10.59	0.0	10.29	9.85
PITG_01549	47.31	82.37	47.75	52.08
PITG_01550	0.0	6.28	1.12	0.99
PITG_01551	220.01	151.96	287.25	313.88
PITG_01553	25.47	26.07	22.73	20.62
PITG_01555	14.84	14.03	62.63	59.39
PITG_01556	44.58	16.85	21.24	22.0
PITG_01557	69.1	74.22	52.56	51.98
PITG_01558	18.69	17.66	33.32	29.63
PITG_01559	22.78	55.01	51.75	48.15
PITG_01560	82.68	14.21	15.09	12.77
PITG_01563	24.92	34.25	24.94	23.2
PITG_01564	23.69	4.48	15.29	16.92
PITG_01567	0.0	0.0	1.89	2.33
PITG_01568	0.0	0.0	6.85	5.42
PITG_01569	46.52	41.6	33.79	33.37
PITG_01576	29.31	30.47	15.43	16.2
PITG_01577	28.19	63.94	84.37	82.29
PITG_01578	162.54	93.88	171.49	158.4
PITG_01579	34.14	32.27	72.74	73.99
PITG_01580	84.29	159.32	85.28	88.08
PITG_01581	71.15	73.36	91.91	93.26
PITG_01582	0.0	66.23	50.31	55.17
PITG_01583	25.26	19.1	28.39	29.07
PITG_01584	77.55	43.98	48.2	44.77
PITG_01588	10.61	3.76	8.78	9.21
PITG_01589	19.04	15.0	35.26	36.45
PITG_01590	0.0	0.0	2.31	2.77
PITG_01591	81.79	66.1	54.62	52.35
PITG_01592	14.57	55.09	7.35	6.45
PITG_01593	0.0	12.72	1.62	0.48
PITG_01594	38.26	24.11	65.45	66.23
PITG_01595	59.36	112.2	249.15	236.51
PITG_01598	18.41	12.65	20.9	22.47
PITG_01599	214.57	205.05	187.46	194.64
PITG_01602	78.35	48.52	48.18	44.22
PITG_01603	7.24	10.95	11.6	11.6
PITG_01604	169.7	246.31	151.7	147.06
PITG_01605	30.52	76.04	42.06	37.84
PITG_01606	20.4	30.0	19.94	19.75
PITG_01607	19.58	77.1	77.72	86.6
PITG_01608	64.3	36.01	92.69	86.48
PITG_01610	0.0	0.0	7.01	6.27
PITG_01614	63.61	43.36	43.8	44.53
PITG_01615	4.95	4.68	7.45	7.61
PITG_01616	9.9	5.35	8.26	8.33
PITG_01617	25.73	13.9	49.41	52.17
PITG_01618	10.04	0.0	7.48	9.73
PITG_01619	58.67	44.11	48.66	49.49
PITG_01620	0.0	0.0	4.91	6.56
PITG_01621	14.4	16.33	14.67	14.63
PITG_01622	13.65	23.82	21.27	21.84
PITG_01623	12.1	24.78	20.57	22.42
PITG_01624	16.87	15.95	12.04	11.0
PITG_01625	121.66	67.64	101.2	104.13
PITG_01626	27.11	18.88	23.87	24.17
PITG_01627	57.71	64.77	32.72	32.8
PITG_01638	0.0	0.0	0.96	2.46
PITG_01639	17.94	16.96	21.67	16.6
PITG_01640	28.1	26.56	46.91	45.94
PITG_01641	65.86	26.68	26.6	26.4
PITG_01643	115.32	9.08	52.68	49.1
PITG_01644	52.71	34.08	27.52	27.35
PITG_01645	12.01	17.03	13.78	11.86
PITG_01646	33.27	19.65	36.89	35.95
PITG_01647	23.31	28.04	23.74	24.77
PITG_01648	67.05	76.04	59.52	57.52
PITG_01649	58.18	116.85	82.99	81.54
PITG_01650	0.0	24.4	7.88	9.61
PITG_01651	42.79	35.95	53.22	51.43
PITG_01652	40.41	57.29	76.71	65.64
PITG_01653	58.99	26.55	35.98	32.47
PITG_01654	65.06	68.87	97.86	94.6
PITG_01655	23.44	26.58	19.09	17.84
PITG_01659	0.0	11.01	10.09	13.38
PITG_01661	14.36	9.05	28.17	28.82
PITG_01662	26.0	30.72	19.53	17.97
PITG_01663	9.72	11.1	7.48	7.58
PITG_01664	0.0	26.13	9.91	10.34
PITG_01665	0.0	0.0	1.63	1.44
PITG_01666	0.0	0.0	0.14	0.48
PITG_01667	0.0	0.0	0.18	0.55
PITG_01669	105.53	68.57	100.6	86.41
PITG_01671	0.0	0.0	5.16	5.25
PITG_01672	0.0	0.0	5.88	5.25
PITG_01673	77.13	60.75	1.92	1.79
PITG_01674	28.26	46.14	33.8	34.31
PITG_01676	34.83	43.89	48.38	45.98
PITG_01677	33.53	17.29	19.09	20.65
PITG_01678	30.2	12.98	19.33	20.01
PITG_01679	23.37	18.93	34.08	33.4
PITG_01680	54.3	38.49	19.77	23.01
PITG_01681	51.82	38.09	37.71	35.41
PITG_01682	49.12	42.39	17.71	15.74
PITG_01683	24.76	34.59	26.54	26.88
PITG_01689	87.08	37.04	49.49	49.13
PITG_01690	0.0	5.98	9.04	9.51
PITG_01691	70.69	52.5	63.12	59.27
PITG_01693	0.0	2.7	5.82	6.19
PITG_01694	194.17	394.84	320.05	334.13
PITG_01695	27.53	58.54	41.44	45.29
PITG_01697	11.11	18.91	23.58	24.79
PITG_01698	297.69	239.98	265.89	273.85
PITG_01700	206.61	248.53	97.0	100.5
PITG_01701	337.97	374.19	323.04	320.97
PITG_01702	265.72	233.2	218.1	211.51
PITG_01703	37.86	49.54	44.09	42.86
PITG_01704	17.03	0.0	8.69	8.56
PITG_01705	479.46	368.84	295.52	290.18
PITG_01706	0.0	21.09	0.69	0.85
PITG_01708	0.0	13.87	18.57	18.15
PITG_01709	10.94	0.0	10.47	11.26
PITG_01710	22.18	15.37	20.62	18.63
PITG_01711	45.32	57.12	17.88	17.5
PITG_01712	0.0	0.0	2.44	1.93
PITG_01713	11.66	11.02	15.44	14.65
PITG_01714	88.96	73.57	144.87	136.11
PITG_01715	64.77	61.22	68.1	66.26
PITG_01717	2.89	9.29	7.18	7.18
PITG_01718	37.24	26.4	45.46	47.54
PITG_01719	50.65	57.69	40.11	38.99
PITG_01720	16.69	18.93	18.61	15.82
PITG_01721	29.28	15.22	21.69	20.48
PITG_01722	24.92	43.17	15.62	18.83
PITG_01725	6.72	15.88	3.18	3.22
PITG_01726	0.0	0.0	1.06	0.46
PITG_01727	33.78	58.53	47.19	43.58
PITG_01728	9.18	26.04	11.64	10.44
PITG_01729	0.0	0.0	5.82	7.3
PITG_01730	0.0	0.0	4.68	4.29
PITG_01731	0.0	5.23	4.38	4.57
PITG_01732	13.94	13.18	12.55	13.85
PITG_01736	0.0	0.0	0.55	0.48
PITG_01737	42.08	36.46	32.31	33.65
PITG_01738	29.65	77.07	72.99	66.44
PITG_01740	22.84	26.14	23.7	26.96
PITG_01741	20.62	9.74	24.36	24.92
PITG_01742	7.69	0.0	1.15	1.66
PITG_01743	0.0	0.0	19.73	17.92
PITG_01744	27.35	10.34	13.23	10.99
PITG_01745	22.39	8.46	22.77	21.19
PITG_01746	0.0	5.98	6.31	6.36
PITG_01747	14.55	18.34	21.59	22.17
PITG_01748	115.74	109.39	120.12	114.68
PITG_01749	10.43	36.97	24.37	24.77
PITG_01750	39.91	24.25	19.81	19.48
PITG_01751	15.03	14.21	20.6	16.91
PITG_01752	427.61	515.75	340.26	354.13
PITG_01753	22.8	0.0	10.46	12.64
PITG_01754	14.56	11.8	27.52	26.98
PITG_01755	98.6	34.95	33.15	38.27
PITG_01756	29.36	43.16	27.06	26.05
PITG_01757	0.0	0.0	9.03	6.97
PITG_01759	26.47	14.59	31.42	29.14
PITG_01760	3.96	7.48	11.87	10.25
PITG_01761	91.74	82.26	34.56	33.6
PITG_01762	147.96	154.76	89.16	89.23
PITG_01765	0.0	0.0	9.39	11.27
PITG_01768	73.82	104.65	14.28	12.89
PITG_01769	53.48	66.51	21.24	22.6
PITG_01770	62.44	25.29	49.59	48.78
PITG_01771	117.34	99.81	205.28	201.61
PITG_01772	0.0	16.23	26.46	25.83
PITG_01773	0.0	6.52	6.9	5.53
PITG_01774	14.08	17.74	14.95	15.41
PITG_01775	19.59	70.37	20.85	22.09
PITG_01776	30.07	0.0	13.45	14.48
PITG_01777	59.06	54.07	35.67	34.85
PITG_01778	11.43	21.6	32.5	31.62
PITG_01781	58.47	56.94	51.59	53.96
PITG_01782	57.39	28.12	23.52	24.54
PITG_01783	112.76	113.84	237.21	227.74
PITG_01784	0.0	11.07	26.45	27.74
PITG_01785	9.54	81.17	49.35	46.81
PITG_01786	4.15	19.6	1.83	2.43
PITG_01787	2.56	9.69	21.54	19.53
PITG_01788	69.42	93.73	92.24	81.48
PITG_01789	86.37	18.84	34.29	32.24
PITG_01790	30.19	12.48	27.9	26.73
PITG_01791	637.65	813.6	654.5	687.44
PITG_01792	0.0	11.94	11.37	9.6
PITG_01793	12.65	14.95	15.24	16.05
PITG_01794	0.0	0.0	0.5	0.39
PITG_01795	18.1	11.4	20.97	24.04
PITG_01796	5.34	10.09	13.16	11.78
PITG_01797	191.07	189.05	202.11	214.01
PITG_01798	82.51	34.31	33.99	30.45
PITG_01799	26.38	74.8	45.84	47.67
PITG_01800	14.43	0.0	11.5	13.34
PITG_01801	8.9	0.0	3.21	2.08
PITG_01802	30.34	44.44	19.61	18.97
PITG_01804	8.94	23.24	7.01	7.3
PITG_01808	5.93	5.6	9.11	8.26
PITG_01809	22.64	15.56	10.74	12.61
PITG_01810	116.86	149.25	10.87	11.41
PITG_01811	7.34	6.94	5.89	6.67
PITG_01812	0.0	27.2	7.76	10.24
PITG_01813	38.44	48.44	30.35	34.57
PITG_01814	71.89	84.13	162.66	155.54
PITG_01815	20.51	32.31	19.3	18.44
PITG_01816	15.09	4.75	4.21	4.54
PITG_01817	8.52	24.14	23.68	20.99
PITG_01818	21.81	13.74	10.11	10.76
PITG_01819	7.19	20.38	96.25	87.0
PITG_01821	14.43	10.23	12.33	11.48
PITG_01822	39.96	58.76	30.1	25.87
PITG_01823	56.92	19.56	25.7	24.95
PITG_01824	0.0	0.0	1.71	1.61
PITG_01825	21.57	13.59	13.48	14.19
PITG_01826	9.75	0.0	13.14	10.62
PITG_01827	0.0	0.0	0.75	0.31
PITG_01828	0.0	0.0	0.6	0.7
PITG_01830	3.35	12.65	16.5	14.26
PITG_01832	27.25	52.87	34.28	33.09
PITG_01833	2013.11	1974.37	3325.67	3499.56
PITG_22684	10.13	47.89	17.04	13.54
PITG_22685	40.57	40.47	36.37	37.75
PITG_01837	3.33	3.15	0.59	0.48
PITG_01839	73.85	34.9	50.29	50.12
PITG_01840	19.98	26.98	18.82	19.88
PITG_01845	100.12	129.49	68.17	59.52
PITG_01846	103.44	95.54	91.07	95.1
PITG_01847	26.3	24.86	42.57	38.75
PITG_01848	16.22	3.07	28.5	28.67
PITG_01849	0.0	6.37	5.96	6.58
PITG_01850	16.01	10.44	13.42	13.56
PITG_01851	161.7	138.41	575.15	571.67
PITG_01852	4.79	4.22	7.09	6.57
PITG_01853	0.0	9.18	18.88	16.51
PITG_01855	18.21	36.58	16.14	17.05
PITG_01856	0.0	6.86	13.93	9.81
PITG_01857	26.91	33.91	11.11	13.9
PITG_01858	10.31	43.85	33.64	36.02
PITG_01859	9.75	6.14	8.76	9.14
PITG_01860	11.76	22.23	18.27	15.65
PITG_01862	250.63	240.7	178.83	185.71
PITG_01864	32.36	15.29	17.76	20.42
PITG_01865	10.19	4.82	1.4	1.68
PITG_01866	0.0	0.0	3.34	1.88
PITG_01867	39.04	46.12	34.45	34.73
PITG_01868	7.19	4.53	3.27	2.61
PITG_01869	6.45	3.05	8.14	8.17
PITG_01870	0.0	23.62	27.52	29.06
PITG_01871	8.6	35.21	15.92	16.15
PITG_01872	3.95	0.0	0.63	0.43
PITG_01873	16.96	13.36	15.69	16.03
PITG_01876	0.0	0.0	4.33	3.94
PITG_01877	0.0	0.0	0.93	1.85
PITG_01878	13.1	19.8	20.49	20.15
PITG_01879	14.42	7.79	12.48	11.76
PITG_01884	28.63	37.2	30.82	33.78
PITG_01895	0.0	0.0	1.58	0.83
PITG_01896	20.22	6.95	12.67	13.17
PITG_01897	72.81	57.8	56.91	62.93
PITG_01898	48.48	85.92	28.22	26.4
PITG_01899	69.76	47.1	46.4	51.87
PITG_22686	0.0	1.0	2.68	2.94
PITG_01902	71.12	16.81	12.24	12.77
PITG_01903	0.0	10.09	18.98	19.68
PITG_01910	19.5	0.0	3.8	4.36
PITG_01911	29.64	28.01	13.19	11.56
PITG_01913	37.99	53.86	29.26	28.9
PITG_01914	0.0	11.77	23.72	24.15
PITG_01919	27.95	33.96	133.01	125.45
PITG_01920	25.64	8.08	17.81	16.04
PITG_01921	0.0	0.0	16.82	13.58
PITG_01922	2833.02	2910.42	4828.18	4858.38
PITG_01923	81.82	56.71	59.59	55.85
PITG_01924	63.0	38.28	47.22	48.83
PITG_01925	86.56	25.83	85.79	78.93
PITG_01926	0.0	0.0	1.57	1.1
PITG_01927	0.0	0.0	3.17	3.81
PITG_01928	0.0	0.0	5.77	5.23
PITG_01929	3.02	8.55	4.67	2.87
PITG_01930	15.32	11.59	26.8	26.79
PITG_01931	23.0	13.04	58.92	59.77
PITG_01932	3.25	4.09	7.62	7.02
PITG_01934	50.58	95.61	61.14	57.01
PITG_01936	4.03	7.61	10.98	11.44
PITG_01937	67.07	29.43	17.88	17.63
PITG_01938	118.14	197.26	86.44	86.04
PITG_01939	32.13	11.39	45.92	43.39
PITG_01940	249.3	273.03	199.0	199.39
PITG_01941	43.67	79.96	18.9	16.98
PITG_01942	3.78	0.0	5.06	5.32
PITG_01943	1629.49	1801.47	3451.9	3465.0
PITG_01944	0.0	7.06	13.24	13.86
PITG_01945	423.57	423.88	583.11	529.57
PITG_01946	65.23	46.24	111.28	123.72
PITG_01947	39.89	27.68	46.0	45.38
PITG_01948	23.6	20.08	14.75	14.09
PITG_01949	0.0	3.57	6.84	6.39
PITG_01950	155.24	135.44	114.84	114.45
PITG_01951	0.0	0.0	6.63	6.6
PITG_01952	0.0	0.0	3.17	3.99
PITG_01953	27.28	29.86	29.31	30.91
PITG_01954	0.0	9.53	7.63	7.78
PITG_01955	0.0	0.0	1.13	0.62
PITG_01956	7.94	0.0	3.98	4.01
PITG_01957	8.75	4.14	9.28	8.66
PITG_01958	0.0	0.0	3.55	2.82
PITG_01959	7.6	7.18	1.7	1.91
PITG_01960	32.23	45.69	31.41	29.84
PITG_01961	25.77	43.85	31.57	30.41
PITG_01962	0.0	0.0	7.34	5.77
PITG_01963	42.41	45.55	16.38	15.18
PITG_01964	91.74	123.86	49.15	50.57
PITG_01965	49.83	33.64	28.66	29.81
PITG_01966	381.56	208.6	23.85	22.69
PITG_01969	0.0	28.9	30.86	29.76
PITG_01970	39.42	29.8	57.05	54.95
PITG_01973	39.31	62.87	25.14	29.34
PITG_01974	9.28	11.69	26.39	27.24
PITG_01975	32.62	30.83	4.68	4.63
PITG_01976	13.9	26.27	22.73	20.72
PITG_01977	7.04	0.0	5.21	5.69
PITG_01978	15.19	11.17	13.51	12.4
PITG_01979	19.22	0.0	8.93	7.47
PITG_01980	38.08	23.99	30.57	28.1
PITG_01981	54.66	27.82	45.62	41.96
PITG_01982	80.37	125.33	91.82	90.2
PITG_01985	139.27	143.82	64.84	66.69
PITG_01986	22.42	31.79	10.54	9.93
PITG_01987	45.61	21.55	12.12	13.28
PITG_01988	0.0	4.76	6.41	5.03
PITG_01989	48.63	45.96	23.42	25.02
PITG_01990	21.02	0.0	14.47	14.42
PITG_01991	42.61	26.43	25.18	24.6
PITG_01992	58.22	110.04	80.01	95.78
PITG_01993	0.0	11.83	9.62	9.28
PITG_01994	0.0	36.33	47.61	49.45
PITG_01995	263.24	55.29	93.25	72.44
PITG_01996	17.84	11.24	9.26	10.09
PITG_01997	28.25	58.73	59.83	61.11
PITG_01998	0.0	15.14	27.0	25.3
PITG_01999	29.04	18.3	11.54	9.5
PITG_02000	16.75	11.87	14.65	13.55
PITG_02001	87.96	96.99	111.13	115.07
PITG_02002	46.79	73.71	48.34	47.79
PITG_02003	69.79	65.96	70.04	58.46
PITG_02005	164.62	230.39	194.67	198.26
PITG_02007	0.0	1.82	0.81	1.03
PITG_02008	15.55	14.7	0.54	0.74
PITG_02009	0.0	11.71	4.05	2.63
PITG_02010	121.66	108.22	146.09	148.91
PITG_02011	16.26	43.55	45.08	43.72
PITG_02016	18.17	31.13	15.83	16.28
PITG_02017	0.0	0.0	15.67	13.45
PITG_02018	36.53	34.52	22.41	22.95
PITG_02019	0.0	0.0	39.1	42.81
PITG_02020	3.24	0.0	6.19	6.42
PITG_02021	10.63	11.49	13.96	13.29
PITG_02022	162.29	157.61	168.74	172.19
PITG_02023	52.86	86.29	51.08	51.29
PITG_02024	11.23	7.08	26.71	30.24
PITG_22687	10.52	16.57	33.94	30.02
PITG_22688	0.0	8.89	18.61	21.62
PITG_22689	41.48	31.85	20.4	19.91
PITG_02026	676.68	706.88	747.14	736.99
PITG_02027	7.35	9.48	23.41	23.89
PITG_02028	0.0	0.0	0.68	0.4
PITG_02029	9.21	8.7	1.19	0.66
PITG_02030	7.75	7.32	4.44	3.89
PITG_02031	11.38	10.76	16.6	14.48
PITG_02032	24.01	51.86	17.54	20.19
PITG_02033	0.0	0.0	5.63	6.13
PITG_02034	118.14	65.13	85.69	85.48
PITG_02035	30.58	31.31	39.01	37.72
PITG_02036	41.81	55.79	47.0	45.79
PITG_02037	7.56	0.0	32.77	35.0
PITG_02038	574.37	375.54	502.61	504.01
PITG_02039	1262.83	1121.04	1416.6	1344.75
PITG_02040	30.72	11.61	19.16	16.94
PITG_02041	0.0	0.0	8.68	8.28
PITG_02042	21.28	25.85	29.28	31.86
PITG_02043	36.69	24.77	24.29	24.02
PITG_02044	55.42	34.92	41.63	34.37
PITG_02045	907.39	569.28	950.48	956.57
PITG_02046	242.49	266.15	477.71	501.68
PITG_02047	64.75	58.65	55.88	55.66
PITG_02048	47.94	18.12	26.21	24.47
PITG_02049	395.13	321.58	208.95	201.36
PITG_02050	76.55	32.0	4.52	5.09
PITG_02051	39.28	18.56	35.03	37.25
PITG_02052	45.42	85.85	72.2	61.61
PITG_02053	3561.48	3510.34	6552.25	6950.09
PITG_02054	28.23	23.71	15.25	16.55
PITG_02055	46.39	46.77	41.32	37.93
PITG_02058	50.2	142.33	123.19	121.25
PITG_02062	11.6	10.96	30.59	36.08
PITG_00002	48.93	0.0	7.15	5.85
PITG_00003	0.0	0.0	2.34	1.63
PITG_00004	0.0	0.0	0.6	0.65
PITG_00005	0.0	0.0	5.9	5.57
PITG_00006	0.0	0.0	1.55	1.37
PITG_00009	0.0	0.0	0.7	0.69
PITG_00011	66.85	110.58	101.11	95.49
PITG_00012	14.47	20.51	7.22	4.67
PITG_00013	49.46	0.0	14.86	14.8
PITG_00014	205.24	203.68	244.59	222.25
PITG_00015	35.72	11.25	1.98	1.64
PITG_00016	34.21	10.78	23.01	22.72
PITG_00019	0.0	0.0	3.32	3.8
PITG_00020	24.64	19.18	16.97	17.53
PITG_00021	22.38	16.45	35.54	34.22
PITG_00022	43.07	19.16	12.96	15.46
PITG_00023	41.48	87.46	42.23	39.9
PITG_00024	8.24	0.0	8.77	9.1
PITG_00025	12.55	14.23	15.57	16.73
PITG_00026	24.46	2.89	8.7	7.98
PITG_00027	12.4	23.44	3.56	2.52
PITG_00028	39.67	31.24	11.34	11.04
PITG_00029	44.95	16.99	34.67	33.92
PITG_00030	10.85	0.0	15.1	12.64
PITG_00031	9.15	8.65	11.49	9.31
PITG_00032	10.41	24.6	9.25	11.24
PITG_00033	19.22	0.0	13.89	10.46
PITG_00034	137.86	147.19	131.58	134.17
PITG_00035	60.21	33.19	18.7	18.79
PITG_00036	15.71	25.98	9.91	9.61
PITG_00037	62.58	16.43	24.76	21.05
PITG_00038	43.34	56.33	41.78	42.16
PITG_00039	20.79	17.86	17.21	18.79
PITG_00042	66.9	63.23	69.18	70.84
PITG_00043	14.14	1.91	11.4	11.17
PITG_00045	53.25	76.87	28.47	29.45
PITG_00046	0.0	0.0	6.44	5.9
PITG_00047	24.95	21.9	15.51	13.77
PITG_00048	51.88	65.38	41.45	38.24
PITG_00049	55.47	69.1	59.82	55.33
PITG_00050	2.53	9.56	7.43	6.87
PITG_00051	35.68	50.58	17.29	15.64
PITG_00052	26.64	27.98	9.15	9.56
PITG_00053	15.16	0.0	9.26	9.7
PITG_00054	56.92	88.04	90.44	92.82
PITG_00055	14.16	6.69	2.88	2.16
PITG_00056	88.43	90.95	33.55	33.86
PITG_00058	303.31	279.32	131.2	156.15
PITG_00059	4.31	16.3	8.21	8.2
PITG_00060	14.87	28.1	1.53	3.02
PITG_00061	25.15	35.65	1.87	4.06
PITG_00062	232.87	281.23	472.4	523.52
PITG_00063	11.67	5.52	10.07	9.46
PITG_00064	9.59	39.27	37.31	38.47
PITG_00065	27.08	22.39	14.87	12.49
PITG_00066	46.32	28.68	7.44	5.45
PITG_00067	106.58	70.35	55.47	51.84
PITG_00068	0.0	0.0	0.57	0.76
PITG_00069	20.65	19.52	17.79	20.78
PITG_00070	41.26	60.27	17.6	18.99
PITG_00071	56.95	13.46	54.21	52.73
PITG_00072	1.72	3.25	3.99	4.04
PITG_00073	0.0	0.0	17.68	16.03
PITG_00074	515.35	514.33	526.6	545.53
PITG_00075	19.89	27.71	15.47	17.15
PITG_00076	0.0	12.29	9.24	8.32
PITG_00077	20.47	18.5	12.27	10.99
PITG_00078	63.12	52.38	52.13	53.77
PITG_00079	0.0	0.0	0.08	0.59
PITG_00080	7.57	42.94	22.67	20.98
PITG_00081	0.0	15.94	7.33	8.05
PITG_00082	7.73	7.31	13.26	14.92
PITG_00083	0.0	0.0	1.5	0.96
PITG_00084	0.0	0.0	0.49	0.25
PITG_00088	17.98	11.33	8.9	10.68
PITG_00089	196.14	121.96	131.53	129.33
PITG_00090	0.0	0.0	5.94	4.36
PITG_00094	2.41	0.0	2.18	1.76
PITG_00097	0.0	2.21	0.74	1.02
PITG_00098	0.0	2.1	2.54	2.11
PITG_00100	0.0	0.0	0.32	0.22
PITG_00101	3.01	0.0	2.42	2.98
PITG_00102	0.0	0.0	0.64	0.72
PITG_00108	8.91	8.42	11.6	11.67
PITG_00109	10.37	14.7	9.16	8.1
PITG_00110	21.38	50.53	36.6	37.61
PITG_00111	3.75	7.09	3.64	4.04
PITG_00112	29.46	13.92	8.11	11.19
PITG_00113	13.19	12.47	14.98	12.0
PITG_00115	0.0	12.84	17.92	14.42
PITG_00116	58.4	36.8	44.31	41.98
PITG_00117	52.08	44.3	28.82	29.45
PITG_00118	123.19	157.53	111.36	90.44
PITG_00119	50.45	15.9	46.48	37.9
PITG_00121	67.87	67.92	11.63	9.94
PITG_00122	14.79	18.63	4.3	4.01
PITG_00123	44.55	75.79	18.7	18.23
PITG_00124	8.41	3.97	16.11	13.38
PITG_00125	45.89	27.4	19.14	19.83
PITG_00127	88.64	177.21	310.08	319.39
PITG_00128	83.72	22.61	30.11	32.13
PITG_00129	72.75	52.26	20.86	17.58
PITG_00130	43.56	22.87	23.76	20.62
PITG_00131	9.88	14.01	0.68	0.41
PITG_00132	58.05	31.77	16.22	15.79
PITG_00133	22.2	39.52	18.11	17.85
PITG_00134	73.59	48.15	54.63	53.28
PITG_00135	8.54	24.22	2.16	2.3
PITG_00138	0.0	0.0	9.52	9.84
PITG_00139	0.0	0.0	7.65	5.63
PITG_00140	36.85	22.03	31.16	32.58
PITG_00141	6.11	2.57	5.18	4.88
PITG_00142	80.98	70.65	23.07	24.3
PITG_00143	37.37	10.09	52.11	49.25
PITG_00144	24.57	26.13	19.9	21.24
PITG_00145	11.35	48.29	19.4	17.39
PITG_00146	137.26	123.13	231.91	247.8
PITG_00147	9.51	8.99	59.59	55.24
PITG_00148	27.31	18.64	11.33	12.02
PITG_00149	15.84	20.96	185.36	186.84
PITG_00150	65.38	65.92	33.89	36.3
PITG_00151	69.0	108.69	161.29	154.11
PITG_00152	25.1	27.96	26.42	27.4
PITG_00154	23.0	43.47	26.79	25.32
PITG_00155	16.66	11.81	7.55	10.92
PITG_00156	530.21	390.58	337.45	336.43
PITG_00158	9.47	53.73	19.23	18.71
PITG_00159	6.79	4.81	2.55	2.78
PITG_00160	10.25	12.11	13.93	13.82
PITG_00162	0.0	0.0	0.56	0.82
PITG_00163	22.15	31.4	13.4	14.48
PITG_00164	132.11	115.01	57.85	56.28
PITG_00165	43.84	53.27	16.66	19.0
PITG_00166	60.93	71.98	49.26	45.93
PITG_00167	18.83	57.84	33.25	33.91
PITG_00169	9.63	25.8	25.06	23.9
PITG_00170	217.83	189.74	201.18	195.18
PITG_00171	18.22	11.48	8.88	10.83
PITG_00172	402.03	415.43	467.45	469.69
PITG_00173	20.62	19.49	34.53	27.14
PITG_00174	40.36	12.72	16.82	14.81
PITG_00175	11.53	10.9	8.33	8.28
PITG_00176	49.26	66.93	72.21	72.32
PITG_00177	94.65	131.0	86.61	100.15
PITG_00178	47.0	61.08	39.32	38.45
PITG_00179	1183.94	1437.55	2551.0	2487.32
PITG_00180	8.5	24.11	16.89	16.07
PITG_00181	18.43	8.71	8.35	7.55
PITG_00182	45.61	0.0	62.51	61.12
PITG_00183	217.62	250.39	93.88	94.31
PITG_00184	32.03	22.71	9.64	10.3
PITG_00185	15.08	16.62	4.48	3.71
PITG_00186	31.88	24.11	26.95	20.79
PITG_00187	44.94	23.89	22.16	20.1
PITG_00188	44.11	17.55	16.51	18.45
PITG_00189	99.53	108.93	125.35	125.87
PITG_00190	0.0	0.0	14.91	14.98
PITG_00191	0.0	0.0	2.48	2.17
PITG_00192	22.68	7.14	12.81	13.91
PITG_00193	67.74	51.5	24.13	25.27
PITG_00194	377.8	499.18	303.61	300.39
PITG_00196	0.0	0.0	1.35	0.8
PITG_00197	20.5	16.6	14.76	16.12
PITG_00200	6.82	45.11	64.28	63.47
PITG_00201	40.13	11.15	20.98	21.61
PITG_00202	20.23	0.0	3.13	2.66
PITG_00203	469.61	468.35	397.12	401.09
PITG_00204	15.76	24.38	10.47	10.42
PITG_00205	65.81	150.31	128.18	140.89
PITG_00206	5.02	7.12	13.99	14.24
PITG_00207	14.79	13.97	12.34	10.26
PITG_00208	119.39	141.05	96.69	89.2
PITG_00209	102.25	127.16	114.46	107.54
PITG_00210	9.73	6.9	14.73	13.27
PITG_00211	36.36	68.74	51.18	46.8
PITG_00212	99.66	130.83	76.07	70.66
PITG_00213	202.52	125.4	160.74	172.46
PITG_00214	77.01	25.69	42.97	43.53
PITG_00215	1.4	10.61	11.97	12.41
PITG_00216	97.97	111.11	74.38	69.47
PITG_00217	5.8	0.0	20.32	18.53
PITG_00218	0.82	2.33	2.71	2.66
PITG_00219	448.48	516.49	164.03	170.55
PITG_00220	45.76	17.3	19.05	18.56
PITG_00221	134.05	32.85	25.39	23.05
PITG_00222	50.77	59.98	27.37	26.88
PITG_00223	6.25	3.54	8.14	7.67
PITG_00224	9.52	7.87	4.07	3.77
PITG_00225	78.82	69.36	91.93	89.41
PITG_00226	12.91	10.98	14.99	14.74
PITG_00227	41.91	25.02	11.21	13.2
PITG_00228	3.48	13.14	9.31	9.71
PITG_00229	137.78	195.33	174.71	171.34
PITG_00231	31.76	20.01	33.72	31.32
PITG_00232	62.79	0.0	37.24	37.03
PITG_00233	29.79	61.0	30.06	30.12
PITG_00234	307.72	356.94	358.36	341.92
PITG_00235	44.85	0.0	66.52	63.5
PITG_00236	60.7	50.99	41.07	36.56
PITG_00237	23.6	29.75	39.84	36.53
PITG_00238	16.82	31.79	17.6	18.11
PITG_00245	67.78	80.08	2.29	1.74
PITG_00246	0.0	0.0	0.49	0.19
PITG_00247	0.0	14.13	3.69	4.47
PITG_00249	9.47	0.0	2.06	2.66
PITG_00250	4.93	4.66	4.69	3.95
PITG_00251	0.0	0.0	0.32	0.06
PITG_00252	99.66	124.47	41.76	44.63
PITG_00253	0.0	0.0	0.4	0.56
PITG_00254	131.77	91.77	98.31	98.56
PITG_00255	0.0	34.84	12.89	10.7
PITG_00256	12.09	28.58	12.69	10.78
PITG_00257	7.82	29.57	22.02	23.96
